GeneID	Brain_Female	Brain_Male	Cerebellum_Female	Cerebellum_Male	Heart_Female	Heart_Male	Kidney_Female	Kidney_Male	Liver_Male	Testis_Male
ENSG00000151503	21.18012	0	0	0	0	0	0	0.331443	0.4125972	7.531376
ENSG00000176390	0.4170577	0	0	0	5.08828	0	161.0216	0.09522163	14.08121	18.10873
ENSG00000238622	34.21503	7.399055	3.613738	0.2761224	22.52668	0	1.050118	16.67693	33.93064	3.301779
ENSG00000127837	1.229975	0	0	0	0.271871	0.1115341	0.05719957	0	0.9616978	0
ENSG00000164032	9.033559	0	0	1.944914	0.4924114	7.969158	13.83359	0	4.355923	0
ENSG00000169021	0	1.814924	2.884573	0	1.263313	8.84308	0.2756622	0.2832794	0.3306258	0
ENSG00000167100	0	4.74485	0.242947	17.45743	111.4955	0	0	0.07811068	1.027658	0.06464386
ENSG00000109805	0	1.957001	1.050185	0	5.455997	0	0	47.71929	0	0
ENSG00000115866	4.063002	0.1797283	2.118294	15.62053	3.520505	0.2673435	8.789484	0	0	0.5007164
ENSG00000090565	0	0	0	0.5011352	3.399645	0	0	0	12.0471	3.064283
ENSG00000169446	0	0	0	9.069291	0.1695102	1.450511	0	0	0	30.41439
ENSG00000102901	1.219756	0.09389875	0.1548979	24.16265	0	0	0	4.644763	0	0
ENSG00000103061	0	0	0	56.58971	0	7.419132	0	0.1359944	0	9.115369
ENSG00000113889	0	0	0.3016448	0	21.86096	0	0	0	0.2821709	0
ENSG00000175711	0.4746404	5.946136	3.52148	0	7.550446	1.271619	7.847122	0	0	0
ENSG00000148444	0.5465359	0.4994977	0	0	0.187665	0	1.773017	0	1.009649	0
ENSG00000154589	0	0	5.909355	0	0	13.70105	0.1968937	0.9514658	0	0
ENSG00000232119	0	0.3056501	20.78466	5.272128	0	0.4816809	14.35998	0	0	0
ENSG00000029364	0	0	4.601582	0	0	0	0	0.806648	0.05926999	0
ENSG00000198862	0.4666743	0	0	0	0	1.474871	0.14472	0.111564	1.368516	0
ENSG00000124615	4.313639	0	0	0	0	2.683916	29.71225	0.2413447	0.8527051	0
ENSG00000139726	0	0	0	0	0	0	1.254658	0	0	0.8543217
ENSG00000157184	3.993324	0.2392623	0	0	0	4.786404	0.4407065	11.48997	0.07957973	5.836745
ENSG00000166130	4.579693	0.1944704	0	0	17.54774	0	0	0	1.012076	0.2358263
ENSG00000117597	1.469762	0	0	0	1.625262	0.4557479	1.441624	1.28125	4.258758	16.03586
ENSG00000139971	0	0	0	0	0	16.34534	0	0	0	0
ENSG00000121351	0.7227066	317.3601	0	2.919938	0	9.195126	6.682777	0	0.06036242	6.964409
ENSG00000205678	0.5883307	0	0	0	0.1699397	0	0	0	0.1236215	0.2051922
ENSG00000099800	0.06627231	0.3166188	0	0	4.981608	0.2556511	0.5247822	16.99876	0	0
ENSG00000112406	45.07465	40.39169	0	6.175081	24.03762	0	0	1.337662	0	0.1308912
ENSG00000131469	3.740246	0	0.1107093	4.771818	0	1.429542	3.551991	2.49645	0	1.398409
ENSG00000139343	2.991009	0	8.993313	0.06160723	0.4461558	0	0.1199871	1.138888	157.0548	0
ENSG00000067533	0.1957443	1.276025	0	0	6.977788	2.044739	0.5939641	0	0	9.073326
ENSG00000163705	0.05712782	1.654716	0	0	6.286291	0	17.01712	32.32631	0	0.6673468
ENSG00000068784	0	0.1612044	1.556769	0	0	0	0	0.861769	0	0.9409522
ENSG00000106868	0.4429606	0	0.3941105	0	0.41932	1.868017	0.3049082	0.1172374	0	97.76794
ENSG00000147231	0	0	26.58743	6.996317	0	2.761196	0	5.895067	0.5216635	0.4841486
ENSG00000133874	0	18.90996	0	506.5516	0	0	0.6180729	0	18.9347	0.7696024
ENSG00000168434	0	0	0	0	0	0	13.84356	2.958986	0	5.999646
ENSG00000175538	0	0.4891038	3.499494	1.1022	0	0	0	0	6.0546	1.763284
ENSG00000173402	11.95857	0	0	0	0.09932089	0	0.4016214	0	0	3.164413
ENSG00000170893	0	0	0	35.69331	182.0616	0.4239089	0.9014492	0	0	85.53211
ENSG00000104915	0	1.241119	2.948077	0	0.3987299	0	0	27.81371	2.819055	3.069244
ENSG00000198356	13.32125	0	0	0.1424458	6.137608	0	2.744962	0	0	25.47231
ENSG00000109576	10.16066	0.2639496	116.5806	0	0	1.504064	14.89532	0	0.3138598	7.760814
ENSG00000144120	0.2218973	0.5198501	0	0	26.66376	0	0	0	0	4.326505
ENSG00000169598	0	0.8115802	11.3128	33.96163	0	0.04410659	0	0	0	0
ENSG00000167272	0	0	0.3070628	0	0	0	0	0	0.3156657	16.75539
ENSG00000104299	10.86612	0	2.271684	13.3423	0	0	0	0	29.74271	1.149197
ENSG00000173660	3.285008	0.1807249	0.07649219	0	11.15484	0	22.37355	2.172785	0	0.5356665
ENSG00000105954	55.48643	34.18383	0	0	0	0	0	0	0	1.222786
ENSG00000131697	0.05538206	0	13.71708	0	0	8.024561	4.405433	1.406702	0	0
ENSG00000158042	0.2713351	0	1.973483	7.411613	0.7146866	0	0.863891	0	0.1301143	14.49332
ENSG00000079462	0	0	0	0	0.2075102	0	0	0	12.86823	7.486704
ENSG00000120458	0	0.4853542	0	21.39099	0	1.589788	0	4.034244	0	0.5252384
ENSG00000136715	0	2.190014	0	4.948621	0.2639496	0.08373386	0	0.08238983	0	1.735848
ENSG00000175110	0.5761363	0	0	0	0.1271315	0	17.56267	0.9678485	0	2.411937
ENSG00000197771	0.6072502	3.88194	0	0.8050989	0	0.2317477	1.268396	19.42841	0.2884791	0
ENSG00000168488	1.769246	0	1.915423	0.1002072	1.008642	0.5246463	0	0.2986404	0.4862843	27.25284
ENSG00000165591	0	0.5963813	0.6790392	0.1741861	0	0.1376786	0.9972098	3.510135	0	0.07787823
ENSG00000127483	0	1.618616	6.548744	0	529.1383	3.014076	0	5.037468	0	0
ENSG00000189159	0	0	0	7.658007	61.2872	0	0.06013035	2.485211	0	1.449906
ENSG00000156876	9.03526	0	0	23.35472	28.5983	2.005628	0	36.85938	3.637648	0
ENSG00000243749	0.5988296	0	1.339385	0	0	0.2847173	21.41577	0.2399857	1.938082	106.1043
ENSG00000149547	7.755309	0	0	6.603513	0	0.179056	1.155182	0	40.67688	0
ENSG00000169519	113.7416	1.98765	0	1.041493	18.69961	1.388911	104.3152	4.058003	0.06839619	0
ENSG00000106554	0	1.283567	0	0	4.662802	9.374154	0.4277803	0	0	0
ENSG00000144741	19.70418	0	0	0.2745452	0	1.684908	0.6600839	0.2061334	0.5716626	21.20757
ENSG00000158793	0	0.2577129	76.85269	0	0.1527484	0.3204852	3.447398	0	12.39632	0
ENSG00000242028	0	177.5098	157.5272	656.3775	0	8.256256	0	0.1804464	1.145049	0.2481369
ENSG00000187094	8.470589	0	0	2.587637	0	0.1877723	0	7.120327	0.3416692	0.882865
ENSG00000163945	3.177963	0	19.99989	0.8085163	13.94043	0	0	25.35654	0.1584318	0.1370377
ENSG00000080802	114.5449	1.417483	0	2.127866	1.058824	0.3338123	0	0	0.1511994	0
ENSG00000103047	0	0.983472	7.420815	0	0.3561357	0	0	0	7.970779	0
ENSG00000009844	3.109865	0	0	27.39476	0	0.0484416	0	0.3865748	0	0
ENSG00000166262	29.53487	0	0	0	0	2.940399	10.15487	0.1445464	0.9983959	63.50933
ENSG00000147536	0.06716672	25.0163	7.515751	0	0.114505	0.5530368	0	8.54159	0	0
ENSG00000104142	0	12.40063	5.143776	0.2675864	11.19215	4.837785	0	0	0	0
ENSG00000159111	0	0	0	16.81571	0	0.1671118	0	0.8161041	0	0
ENSG00000008952	0	0	0	1.202852	18.64649	3.578996	36.20466	0.2854687	0	0
ENSG00000130307	0	0	0	23.64438	0	0.571532	0	0	4.275594	2.24501
ENSG00000161328	0.1255948	78.96118	6.86443	0	0.4691093	0	0	0.1346653	0	0
ENSG00000162779	0	0	0	0	0	0	0	388.5442	0	0.7508386
ENSG00000147316	13.42344	0	0.5426237	4.569111	0.4207795	0	0.5361634	0	0.2377329	8.104942
ENSG00000183018	6.091553	4.288848	0.7281423	0.06529509	0	2.93654	18.00411	0.5189876	8.861091	0
ENSG00000138363	0	0	0	0	3.580563	0	20.53382	0	0.08284635	0
ENSG00000164209	0.0488181	0	0	0	0	1.125751	35.05407	2.444047	0	1.991368
ENSG00000149089	0.2288962	0	2.593301	0	0.3356076	0	10.39169	0	9.289538	2.443359
ENSG00000178445	0.1073474	0.1646525	0.4423818	3.276824	5.677603	0.4490113	3.72627	0.3882855	0.3244844	13.55269
ENSG00000196418	0	0	0	0	0.2550749	1.880883	17.72897	0	0	0.7831713
ENSG00000164362	0.1732875	16.77063	0	12.94682	15.08139	0	0	0.07220298	44.7147	17.45151
ENSG00000166924	0	0	0.8980024	0	0	0.05443234	0.6643047	0	0	0
ENSG00000164902	0	0.238601	37.54879	45.55753	3.264023	0	4.970964	0	0.4259788	0
ENSG00000198933	1.182768	0	7.699863	0.8319035	0	0.04532605	17.40117	82.35611	0	0.4569624
ENSG00000155636	0.5648198	0	2.087472	0	0	1.604671	0.4642577	2.336064	17.96644	0.06243813
ENSG00000164244	0	0.2450411	7.759345	0	0	0.3221938	0	0	0.4284534	23.5493
ENSG00000181610	0.08028756	1.793151	25.9703	0	0.6321859	11.34254	0.07687264	0.07127445	0	2.349112
ENSG00000178927	0	3.015399	0.2021686	0	0	0.4017745	0	0	0	28.30053
ENSG00000243587	0	3.486052	10.93917	0	0	2.510624	0	25.03995	2.281302	0.8476016
ENSG00000157005	4.518751	3.932694	0	0	0	2.3011	0	11.84847	0.2753322	0
ENSG00000130348	0	0.2460894	0	0	0	3.757535	0.1114605	3.967541	0	0
ENSG00000166343	82.031	0	0	0.05703883	0	0	0	0.955971	0	1.068493
ENSG00000168297	0	0	0.05875063	0	0	0	0	0	147.7783	0
ENSG00000177692	0.8404815	12310.75	0.04565249	0.1365835	0.3610081	0.9522238	11.16357	13.86662	3.482052	0
ENSG00000158286	0	25.14392	1.959793	0	36.03394	1.38978	2.591721	5.566761	0.04248765	0
ENSG00000165698	2.98982	0	0	11.51805	7.538085	0	0	7.911712	0	0
ENSG00000136021	0	2.299177	0	0.1013306	0	0	0	0	0.5827711	13.67586
ENSG00000101940	0.1249856	0	1.51427	0.3057152	2.810616	0.05030259	0.05585382	0	3.447756	123.7256
ENSG00000163964	1.935296	5.943911	0.2492227	0	0	0	0	0	5.970383	3.039743
ENSG00000113460	0.0821696	0.3955292	0	18.80334	1.679649	2.576565	0.8805899	0	9.043277	0.5163767
ENSG00000169752	3.002001	0	0	0	0.6963326	0	0	0.9782242	0	0
ENSG00000101347	0	0	0	0	4.747016	0	0.1827256	0.06572598	0	0
ENSG00000182022	0	25.88563	0	0	0.1157295	18.84542	0	0.1477891	0.09167525	0
ENSG00000103187	0	36.99271	4.278035	2.291285	1.477013	11.09633	12.67682	0.804613	0	1.316996
ENSG00000075790	0	0	0	0	0	0	0.1432109	0.5899268	6.870852	2.627334
ENSG00000015475	1.221937	1.205032	0.1690342	0	2.52298	15.06425	71.10235	0.2383267	56.88309	15.53077
ENSG00000089248	1.798878	0	13.51955	19.54795	0.03878973	0	0	0	5.046168	73.15022
ENSG00000175985	67.08185	0	0.07660841	0	4.044182	9.631597	9.39458	0.2085426	0	0
ENSG00000203756	7.396959	0	10.3324	1.047272	0	283.2872	15.11721	0.5263307	1.299909	0
ENSG00000215193	0	4.340267	0	6.804526	6.173985	0.4457566	0	0	2.863737	2.51445
ENSG00000148308	0	1.93341	0	0	0	1.172468	0	14.8854	0	3.068668
ENSG00000140307	0	26.18029	38.85419	3.902974	100.5054	6.385862	0	0	0	1.253143
ENSG00000144867	0	1.114516	14.67914	0	0.5038459	10.52241	0	0	0	0
ENSG00000185515	0	0.6977279	0	0	0	0	0	0	2.470509	1.412596
ENSG00000008130	0	100.2303	1.086098	0	0	0	0	0	9.605449	0
ENSG00000105186	2.578261	3.714345	13.75089	0.3135588	4.145996	0	0.6846594	6.878111	0.2601535	0
ENSG00000198612	0.6350593	0	6.553165	0.3217155	0.355671	0.177452	0	0	15.28755	2.304245
ENSG00000140451	19.09465	0.7408828	0	9.812883	0	0	0.6918936	1.761998	47.39683	0.2261176
ENSG00000100983	0	0	1.722622	0	0	0	0	2.077949	1.717103	2.22046
ENSG00000146263	0	0	12.59448	22.10854	0	0	0	0	0.4218388	20.41379
ENSG00000115540	0	0.1432678	2574.761	0	0	1.397199	0	0	0.327651	0
ENSG00000162757	0.6854847	0.1649126	0	0	0.3047184	0.1608245	3.357379	47.24685	0.09017589	0.2996256
ENSG00000003402	0	5.457386	0.1857908	0.9425137	0	0	0	0.07668098	321.215	3.584836
ENSG00000103175	0	4.961184	0.4100199	0	1.06668	11.75369	0	5.617606	0	0
ENSG00000105865	13.48993	4.932446	1.479364	11.01272	0	2.981202	27.10299	1.389555	0.4434253	0
ENSG00000129691	0	0	0	0	0	2.410021	7.193099	0	0	0.09350039
ENSG00000163449	4.279726	0	0.4356119	13.46539	0	0.07264632	19.86712	7.786436	0	0.7268731
ENSG00000185068	0	1.32897	0	3.74355	0	0	119.6579	0.2812154	0	0
ENSG00000100479	1.883565	0	0	149.9012	0	0	2.452963	0	4.222105	0
ENSG00000117477	0	0	0	2.194748	4.148385	0	0	0	4.033816	0.8525424
ENSG00000178372	0	1.612058	0	0	0	0	0.3903817	0	0	2.284075
ENSG00000106993	29.5265	5.187799	0.6819785	0.4452899	0.2116496	3.016993	7.887884	1.515585	1.476525	0
ENSG00000100056	32.83475	6.479532	0	14.29644	0	1.705684	0	0	1.445289	11.72444
ENSG00000116863	0	4.064139	22.13984	1.088618	0	0	12.27943	0	1.713994	0
ENSG00000205707	0.7900034	21.51221	0	0	0.2294282	12.4935	0.5337574	13.95999	0	0
ENSG00000168676	9.257482	0	0	8.448626	0	0.1718321	0	0.6862939	0	0.2467854
ENSG00000138944	0	20.00276	0.1668186	29.65734	0	0.04074571	18.01607	3.546088	0	2.897504
ENSG00000207949	0	0	0	7.753856	0	0	0	1.619473	0	26.90099
ENSG00000100557	0	0	1.369903	0.1742331	1.957717	1.595037	0	1.09699	3.706284	0
ENSG00000165861	9.529502	0.4441371	0.2481369	1.260487	0	0	0	0	0	0
ENSG00000116459	4.217612	0.4342017	81.07299	4.164936	1.067562	0	0	1.428675	0.5222864	1.607542
ENSG00000107669	0	0	0	0	0	0	0	48.36419	0	12.10643
ENSG00000122406	0.4537487	0	0	0.1914084	0	0.6842506	0	0	7.060223	8.167376
ENSG00000202394	0	0	0	0.04772052	0	0	0.1108055	0	7.198067	81.48963
ENSG00000204308	3.545247	12.72785	15.15985	2.22328	0	0.07009352	27.45266	1.10034	3.103648	0.2710469
ENSG00000119616	0.4187165	0.4070029	0.6062472	0	1.280971	7.0575	0	2.656875	0	0
ENSG00000138768	0	0.1904585	6.087656	0	0	0	0	0.1031424	0	0
ENSG00000117505	0	1.724325	8.045441	0	0.05112862	0	14.72625	0	0	0.1104415
ENSG00000177728	0	0.2149582	0	15.3265	0	0	254.5745	0.3403228	0	9.32046
ENSG00000135624	0	0	14.68653	0	60.67909	0.3880194	0	0.8854848	58.29399	1.552188
ENSG00000178966	0.3607827	2.47577	0	0.1397835	0.3934059	0.362226	3.822338	6.113566	0	0
ENSG00000144712	0	1.257026	0	0.0394012	0	9.281158	0.2462458	0	0	2.879097
ENSG00000178222	0	0	0	5.716491	20.74365	0	36.26583	0	0	3.03206
ENSG00000152253	3.660845	0.3588309	0	0	0	69.64166	0	0.1073714	0	0
ENSG00000149600	0	0.4354419	1.965922	0	0	0.07825752	6.591865	0.2097465	1.617607	0.1752555
ENSG00000118181	0.1154026	6.563751	0.05724309	1.766593	1.3702	0	0.1090253	35.18078	0	0
ENSG00000140943	0.7140085	0	0	7.451136	8.090333	0	6.418137	6.680785	0	0
ENSG00000165644	2.821253	0	0	0	0	0	2.173871	0	0	11.23101
ENSG00000137274	0.1140065	2.112192	0.1237136	0	0	0	0.1714969	0	0	0
ENSG00000145781	2.107255	46.40117	82.62264	0.3799418	0	0	0	1.832319	0.1710106	0.7102945
ENSG00000168884	40.78589	0	0	20.30999	0.2633199	0	0	0	0	0
ENSG00000170502	1.236598	0	0.3235935	2.906506	0.7476907	0.6205919	14.07202	3.527642	0.1714969	0
ENSG00000070367	0.03922294	0.06496412	2.042417	0	0	0.4804816	26.7831	0	2.120156	0
ENSG00000092931	9.668039	1.947395	0	0	3.796861	0	0	5.042806	0	24.64942
ENSG00000211452	0.3444954	0.4903284	2.478795	7.026883	0.8326127	0	0	0	4.516544	0
ENSG00000188266	3.461826	6.277406	2.838847	0.4219557	0	0	0	0	0.5628982	15.16696
ENSG00000162441	15.75207	0.616048	70.29207	0	0	0	0.4703535	5.692528	0.8606817	1.217057
ENSG00000165152	0	0	0	0	0	0.7069555	0.402158	0.4469939	10.76757	3.779814
ENSG00000106245	0	0	0	0	6.547122	0.07565181	0.8506052	0.6521989	0	25.61707
ENSG00000164124	0	1.103362	0.3926389	80.29156	16.23138	1.028253	0	1.250926	0.2426899	0
ENSG00000116670	7.863874	0	0.1906133	0	0.2539723	0.593411	0.1198601	0.1994901	1.877331	0.7951705
ENSG00000158985	0.4486332	0	0.05772124	0.7264046	0.04701422	0.6709682	0.1005404	3.936083	0	1.199356
ENSG00000135974	0	3.907054	0	0.1762922	0	0	0	6.398987	0	0
ENSG00000170085	10.25808	0.3699727	0	0	0	0.1785406	0.134515	1.550518	15.55532	0
ENSG00000150477	0	0	6.507284	0	6.545814	0.3530267	1.379239	0	0.3537182	0
ENSG00000120262	0	1.621563	0	3.07307	0	0	0.1495877	0	0	2.700071
ENSG00000168936	2.721338	0	0	0	0.4004137	0.9535646	0	43.60415	0	0
ENSG00000169919	77.86581	0	6.246621	0.1017692	0	0.1502594	0	2.809836	0	0
ENSG00000127804	0	2.935162	0	0	0	0	0.6024737	0	0	0
ENSG00000118496	0	1.271942	0	0.3534159	0	0	0	22.56359	0.04603754	11.55943
ENSG00000130997	2.843938	13.03196	1.225874	0.3958721	0.04199981	8.50844	6.924343	0	0	0
ENSG00000084073	2.699448	0	1.921821	1.34506	0	0	0	0.3073421	1.084028	4.734376
ENSG00000141013	3.969501	0.605779	88.20113	0.05835111	0	0.4591906	0	0.9126136	0	0
ENSG00000243725	0.1282815	0	0	0	0.2821709	8.782383	0	0	1.423576	0
ENSG00000140326	1.849194	0	1.712672	0.08383516	3.053692	53.65623	0.07688705	1.547667	0.7910097	0
ENSG00000119596	0	3.409279	4.830519	0	16.06395	0	0.5398636	0	0	0.1720129
ENSG00000175792	0	0.2608679	0	0	0.4562497	0.1028683	0	0	0.1670726	7.320597
ENSG00000106636	0.3326466	0	233.3249	0.5523294	2.227755	0	0.1261331	0.07025828	8.644207	5.064855
ENSG00000118507	10.82313	50.71121	0.3211873	7.991611	0	189.3537	0.5714191	0	0	1.056959
ENSG00000171530	0.295781	0	0	1.346194	0	0	0	0	0	0
ENSG00000104714	2.654469	1.135429	21.32883	0.3362594	0	0	0	0	3.356608	0
ENSG00000107874	0.04388402	34.66023	0	0.2985424	4.544054	0	0.0457579	0	0	0.4314307
ENSG00000166847	0	0	2.189642	0	0	0	2.968488	0	0	0
ENSG00000138036	0	4.550713	0.7266415	4.021591	0.7715726	0	0	0	0	1.819572
ENSG00000184708	0	14.08491	7.011697	13.263	0	0.1144485	0.3044141	0	0	13.24049
ENSG00000134864	0.1885786	0	0	0	3.691072	3.704528	0.1425929	0	3.899216	1.99263
ENSG00000132591	0	26.13942	7.677516	0	0.08201676	5.502379	10.84424	0	0	121.0624
ENSG00000127993	0	0	33.07142	0.04224964	0	0	2.294397	4.18113	0.4936324	0
ENSG00000155330	0	0	0	0	0.7413359	0.09010723	0	0	0.09631649	0.1489651
ENSG00000196666	0.7389517	0.08515348	0	0.1178342	3.549617	0.4363778	0	0	0	0
ENSG00000131591	0.6092767	33.99409	0	0	25.90179	7.778415	0	0.07626403	0	9.333176
ENSG00000185946	0.2792061	0.5525439	3.099164	0	8.83933	0	0	0	0.07209164	0
ENSG00000112514	0.9130413	0.1632962	4.370078	0	20.95509	11.14589	3.915136	0	2.673512	5.399334
ENSG00000139977	10.65216	0	1.379914	0	18.36538	16.3861	19.62284	0	0.7242191	0
ENSG00000137804	0	9.461168	0	0.06446209	9.481864	0	0	0	0	0.5406438
ENSG00000124789	0.07792731	0.5220971	0	0	1.505701	0	0.05671078	8.784402	0	0.3438966
ENSG00000116096	0	0.6172394	0	0	0	0	0	0	1.734953	0
ENSG00000135778	13.36696	0	0	0	8.412926	3.903933	0	0	0	0
ENSG00000087299	0	0	2.476391	0	0	11.85325	0	0	0	0.7634448
ENSG00000221500	40.60878	0	0	0.089613	0	0.03962332	7.456129	0.1966779	3.300784	80.57882
ENSG00000076043	0.06905695	0	0	0.3602952	0	0.05918752	0	0	0.6850428	4.688976
ENSG00000183569	0.1021874	0	0.8453176	0	1.73807	0	0	0	6.565361	0.4166972
ENSG00000180116	2.560035	0.2401177	0	0	0	0.1575173	2.191977	0	0.5711113	0.2775255
ENSG00000183160	12.95973	0.6996524	0	0	0	11.04985	0	0	9.753708	0.8015883
ENSG00000148377	0.5167448	51.27709	0.09715834	0	3.943682	0	3.62326	0	0.1604761	13.74138
ENSG00000126067	7.130373	1.26085	0.195359	0	0	0	0	0.3781896	0.2631936	0.564556
ENSG00000120860	2.073217	0.1820027	193.9413	2.366407	0	0	1.436512	0.1095184	48.41943	15.66213
ENSG00000157045	0	0	0	0.5314771	0	6.784312	9.431286	2.542835	0	0
ENSG00000110768	0	0.9068526	0.1654064	0	0	0	0	18.23355	0	8.772035
ENSG00000173452	0	1.280781	0.5818639	0.5817203	0	5.57218	0	0.1530633	1.708706	0
ENSG00000167716	0	0	0.2293275	0	1.269679	0	0	0	0	2.131337
ENSG00000101417	2.609015	0.6800928	1.665261	10.36295	0	1.405898	0	0	0	0
ENSG00000151470	0	0.09078634	0	0	6.031982	0	2.385114	7.134404	18.66767	0
ENSG00000108587	5.814497	0	0	0	0	0	10.49374	0	0	0
ENSG00000180667	0	1.458906	0.7998771	15.41425	0	0	0.2618769	0	0.06923855	0
ENSG00000140105	0	2.768521	0	4.230602	0	1.133019	0	0.1686456	7.063826	0
ENSG00000068097	8.589256	15.75592	2.849118	0	5.49841	0.6547181	0.358623	0.07042521	0	0.6935027
ENSG00000167863	0	0	0	0	0.2746441	0.3970632	0	2.324105	0.2976684	1.869455
ENSG00000100413	7.438641	0	40.99764	0	3.705067	0	0.7901454	0	0	0.7850346
ENSG00000179008	0	3.104833	5.866562	0	2.582952	98.28455	3.802703	0	20.33977	0
ENSG00000216490	5.160671	0	1.109372	0	0.09225531	0.1161094	0.6841968	0	0	0
ENSG00000163166	0	0	2.355746	0	0.3079439	0	0	0	0	0
ENSG00000203872	5.821091	2.91006	60.03422	0.591898	0.151133	11.39221	4.727014	0	0.2615296	3.842322
ENSG00000155034	0.4353797	0.2497901	2.000234	0	0	0	0	0.6924524	6.052447	0
ENSG00000197603	0	2.592616	0	0	0.1606906	0	4.859776	0.2090904	0	0
ENSG00000119185	0	0	0	0	0	0.09648012	0.8112167	0.5338904	0	83.53285
ENSG00000107960	0	28.39247	0	6.37204	21.68233	1.015326	0.9626497	37.11103	36.24747	13.47133
ENSG00000214128	0	0.1053062	0.203286	0.1081905	0	2.059299	0.1281383	3.544305	0	0
ENSG00000128059	2.665504	0	0.05117036	0.1317104	1.519096	0	0	0.1943945	0.06368694	4.855187
ENSG00000120802	11.21159	0.1427812	0	0.04869984	1.10818	13.65977	19.253	0	0	0.3602952
ENSG00000110871	0	0	0	0.8245943	6.739715	0	0	0.6756147	0	0
ENSG00000187097	0.4327101	0	68.8942	11.31893	5.054409	0.3219638	0	28.73595	15.10995	50.9866
ENSG00000161055	1.438356	0.08110276	0	2.781099	0	0	0	0	0	0
ENSG00000178110	4.931842	9.776133	0	4.756344	77.30619	25.45495	12.0391	0.9126136	18.39953	0.3437088
ENSG00000085721	8.616687	0.74291	0	1.390498	18.52502	1.459359	0	0	84.44203	0
ENSG00000198937	0.4797573	2.179678	0	0	0	13.95279	9.407878	0	0.5353333	0
ENSG00000136861	0.5514525	0	5.294148	0	7.917573	12.15782	9.919201	0	0	0
ENSG00000214517	1.543471	0	0	0.2258247	0	0.09577185	27.97494	0	9.900023	0
ENSG00000179988	0	0	0.172531	0	0	2.795681	0	0	0.1998364	8.028248
ENSG00000070950	0	23.75929	0.272964	0	10.95885	0.4758262	0	0	0	0
ENSG00000075415	0	0.05914789	48.28677	0	0.2307845	0.1589714	0	0	1.963862	100.0519
ENSG00000112983	1.728936	7.672219	0.1229679	0	8.990992	2.889512	0	1.004645	7.475752	0.3287814
ENSG00000184785	0	0	0.09668039	0.6997833	0	0	3.040888	62.70769	0	0.5516432
ENSG00000113161	0	0	0	0	0	13.61915	34.26439	10.64033	0.2576021	0.9944065
ENSG00000082516	0	0	0.09557651	4.482756	0.2273628	0.4694604	0	4.43763	0.1165065	5.725553
ENSG00000090054	0	0	0.06913321	2.753827	0	0	13.05506	2.581056	0	0
ENSG00000100216	0	2.348611	0	13.10938	10.13406	13.84956	0	2.63452	0	4.703969
ENSG00000103932	0	108.2933	0	1.3373	0	29.2217	0	0	0	0.1119663
ENSG00000107618	6.179804	0	0.07668098	21.1675	0.3047184	0	0	0	4.946335	0
ENSG00000162373	0.4906109	2.228589	0.5100986	0	0	0	10.18153	0	0.06095116	2.138086
ENSG00000163576	0.5114097	2.621361	13.92918	4.023175	5.016089	0.4778112	0	0	0	0
ENSG00000100883	0	0	18.99018	0.2418911	8.696526	0.2196298	0	0.06382948	17.2323	0.1940519
ENSG00000141519	4.757029	0	0.3137546	1.081092	8.569166	15.38486	34.52188	0.1982173	2.059659	0
ENSG00000213204	5.528065	0	5.150466	4.850717	1.130004	5.752314	49.13594	0.6296547	0	1.141946
ENSG00000163378	0	3.243452	0.1237136	4.597452	0	0.5654448	7.619082	0	0	0
ENSG00000187164	0	29.44786	2.069372	0.6680193	0	0	0.9430088	0	3.081032	0
ENSG00000177225	0	5.041625	0	0	0.1504482	0.1704236	0	1.667681	5.678969	0
ENSG00000199161	13.36534	0	4.828607	0.6606448	7.886887	120.6164	0	12.70919	9.8587	0.4497415
ENSG00000100902	0	0	0	0	0.6889362	0	0	0	0.1587512	0
ENSG00000163879	0.1128196	13.45221	0.2048802	0	15.88889	0	0	1.663425	2.908434	0
ENSG00000014824	79.13485	0.1234925	0	3.170115	0	0	0.2572325	1.581322	0	0.1020614
ENSG00000166669	0	0	0	0.06790598	25.21479	0.04890479	0.06483195	0	1.540596	7.049652
ENSG00000207635	0.2966254	0	0.06772427	0.06929382	0	0	0	0	1.536954	22.82636
ENSG00000205858	7.546225	0	2.229831	3.67136	0	0	25.95471	0	0	1.061248
ENSG00000164556	6.283894	0.2672959	0	0	0	0.6661454	5.51356	0	0.04422244	22.31652
ENSG00000163743	0	0	1.371179	0	0	0	0	10.68977	17.26462	10.07432
ENSG00000108395	20.47304	0.6000008	0	0	0	0	17.50295	1.141102	1.813263	5.984941
ENSG00000175643	23.38818	3.078111	678.0202	0	2.575649	10.82705	1.404185	0	0	1.234267
ENSG00000149218	1.325286	0	0	0	0	0.5194349	72.49612	11.82795	0	459.3612
ENSG00000115942	0	0.4084239	0.2276724	0	0.3927659	0	0	0	0.2313004	0
ENSG00000153814	0.3416692	0	0.5180521	0	0	0	0	0.07460216	0	4.779725
ENSG00000182087	0	0.5030134	3.725564	4.060706	0.09243163	0	0.08145209	0	0	14.28234
ENSG00000132664	11.70138	0	3.765278	0	0.7716893	1.564583	0	16.2172	44.40671	6.672531
ENSG00000179314	3.806004	0.2401177	18.76195	3.789148	0.8198957	0	0	10.19924	0.161391	0
ENSG00000100522	1.347113	133.7739	6.431965	14.71065	0.8147411	0	0.1874411	0	0	0.04263583
