GeneID	Brain_Female	Brain_Male	Cerebellum_Female	Cerebellum_Male	Heart_Female	Heart_Male	Kidney_Female	Kidney_Male	Liver_Male	Testis_Male
ENSGALG00000021034	0.2781721	6.761823	2.360522	5.492424	4.557134	0.003970742	0.2610545	3.180572	22.11777	7.377447
ENSGALG00000003401	71.68335	0.003970742	0.2277665	0.1605516	0.5098185	2.551254	0.3205728	5.063937	9.106083	0.003970742
ENSGALG00000004156	13.21123	73.4952	5.847037	5.504035	0.0894958	0.5037394	6.663764	32.35876	17.95044	2.054823
ENSGALG00000015378	12.31665	90.68429	0.003970742	0.003970742	0.003970742	2.677405	0.003970742	9.78879	1.305825	0.003970742
ENSGALG00000016955	22.10673	25.00875	2.160733	4.826896	7.349689	2.839511	0.3741968	10.58615	18.6574	4.35459
ENSGALG00000008575	374.3499	12.40445	14.62943	0.09800302	0.2724707	5.305396	7.878979	1.418085	4.655434	0.003970742
ENSGALG00000006629	0.003970742	8.712975	595.8274	10.44972	6.75906	48.22567	17.21457	0.1892461	4.113922	10.60691
ENSGALG00000011966	0.003970742	0.003970742	15.67145	1.899525	1.720276	307.1295	21.98375	7.321711	7.040496	4.820911
ENSGALG00000001602	10.7962	5.693689	0.6984886	2.83193	21.61645	0.4158716	0.5244241	23.278	60.38062	0.003970742
ENSGALG00000012232	20.97432	8.234716	5.254137	0.2899764	4.351512	13.57018	0.06280383	2.813902	0.003970742	0.003970742
ENSGALG00000017833	13.68811	0.693189	4.099039	6.444432	0.003970742	0.003970742	843.5615	3.627129	10.07251	1.704976
ENSGALG00000014312	10.30875	0.3146599	0.003970742	0.003970742	31.86559	0.1774411	0.003970742	2.336045	11.56532	21.70132
ENSGALG00000002450	40.11605	0.1617628	5.60419	31.7369	0.2016538	52.45235	0.003970742	0.003970742	7.43702	3.672925
ENSGALG00000020528	0.003970742	0.4739016	0.003970742	5.111861	12.36218	2.744034	3.022991	0.09956452	1.401835	10.35503
ENSGALG00000007719	7.218504	3.264687	0.1529598	0.2605851	0.08387983	0.003970742	0.003970742	0.003970742	4.291019	1.580356
ENSGALG00000000975	11.87053	5.223267	0.1123008	1.052903	11125.42	3.110953	6.363718	0.003970742	0.003970742	0.1332455
ENSGALG00000012704	4.917341	0.8013113	0.003970742	0.1336542	9.179124	2.544911	0.2156063	0.1987261	13.55961	14.799
ENSGALG00000005211	0.003970742	0.003970742	3.333906	7.222795	0.003970742	0.003970742	0.003970742	4.275279	0.003970742	6.047555
ENSGALG00000007007	14.38852	13.22605	5.569101	0.0713206	0.003970742	0.09361426	7.450347	3.561779	21.99448	6.181348
ENSGALG00000013932	0.1859801	0.003970742	0.003970742	84.93792	8.042116	2.022103	0.003970742	2.779401	0.003970742	0.003970742
ENSGALG00000004611	58.99206	4.059464	1.421746	0.1481787	0.003970742	17.49694	2.120012	0.003970742	113.3401	3.349961
ENSGALG00000010170	7.49264	1.991733	0.6027189	5.899019	4.644629	1.826546	19.43106	161.5958	2.445988	11.1122
ENSGALG00000005707	0.3272721	113.0757	0.3102679	14.32158	0.4620049	0.003970742	0.003970742	57.14582	224.4628	5.661261
ENSGALG00000002029	0.003970742	41.90932	0.1042111	12.40667	2.529919	0.003970742	19.15159	2.584252	15.77859	2.092614
ENSGALG00000015204	393.6915	0.003970742	0.003970742	0.003970742	3.458175	3.664472	9.452853	1.271548	3.186112	3.482863
ENSGALG00000013494	0.003970742	24.94189	0.003970742	23.8275	0.4908262	10.32193	0.8159103	0.003970742	13.86932	0.003970742
ENSGALG00000000988	27.67474	0.3254309	0.6650851	31.36148	0.003970742	0.003970742	0.1504198	0.9883682	6.475149	2.851318
ENSGALG00000022145	4.086071	4.009294	0.003970742	38.87341	15.9808	19.54846	0.6223773	0.003970742	0.1656527	7.339292
ENSGALG00000020417	1.33316	10.41695	4.118708	37.86	124.5144	30.43526	0.003970742	6.351377	5.605498	7.767795
ENSGALG00000016759	7.274502	0.08522615	17.30223	0.003970742	9.86881	0.003970742	0.003970742	1.083658	1.306932	4.924794
ENSGALG00000007101	0.003970742	0.003970742	0.003970742	3.017449	0.003970742	0.2578678	0.003970742	6.140438	2.460328	5.750202
ENSGALG00000023024	336.9477	0.1011633	0.8719655	0.003970742	0.3972184	38.50174	2.445155	4.46045	10.62967	0.003970742
ENSGALG00000005675	2.701509	0.4225155	0.003970742	33.654	0.3229657	0.807248	21.35535	0.003970742	16.30934	0.003970742
ENSGALG00000019316	14.19927	7.628002	0.003970742	3.337531	0.1187355	0.7141608	14.53359	1.890927	9.980321	9.910425
ENSGALG00000015646	3.958639	19.59383	112.2501	0.003970742	28.24473	0.1088287	0.3294316	0.003970742	15.35563	2.113617
ENSGALG00000010641	1.769575	0.3636379	10.17888	0.8858851	3.518276	0.3135084	17.46694	5.257085	11.86453	117.6329
ENSGALG00000007492	0.423004	2.142042	2.02815	0.003970742	0.003970742	1.682025	0.3606581	1.70112	1.133659	30.64559
ENSGALG00000006809	1.469721	1.905837	0.003970742	1.67717	3.654091	1.582251	3.113301	8.983543	0.003970742	8574.398
ENSGALG00000002426	17.2674	5.035064	0.003970742	0.08339001	6.773302	5.8277	0.7006433	1.862495	0.003970742	0.003970742
ENSGALG00000003039	0.3524628	35.97682	1.818114	0.003970742	2.682372	1.457922	25.12542	0.003970742	0.1721628	0.05061922
ENSGALG00000014992	3.322836	0.1548953	7.790523	16.67783	34.14783	0.7495912	6.095567	5.546934	0.003970742	95.10166
ENSGALG00000004713	0.003970742	0.7507536	0.9765621	4.934002	0.1350033	0.7631492	0.003970742	0.2056146	7.250045	1.22908
ENSGALG00000010006	17.29599	17.15563	14.89788	7.136132	33.62088	0.003970742	2.686393	3.9413	30.32226	2.013977
ENSGALG00000003804	13.18748	0.003970742	0.7996947	1.244103	9.395966	7.2136	16.81924	31.76161	0.07830477	0.05078816
ENSGALG00000014030	27.46942	3.575032	0.003970742	0.4889888	0.133918	0.003970742	1.05918	4.966896	1.327069	1.32393
ENSGALG00000008124	0.003970742	0.5046021	13.3202	80.01481	0.003970742	59.07108	6.185208	48.48425	0.05843974	2.151341
ENSGALG00000013403	0.003970742	0.003970742	19.7135	16.47836	0.003970742	0.05013524	13.35878	0.2000591	6.766654	0.003970742
ENSGALG00000024492	6.138823	181.1956	0.003970742	35.8591	7.385468	11.04391	0.6731018	2.05851	10.08349	6.121539
ENSGALG00000008646	2.747688	0.003970742	4.790483	11.98918	0.06106739	0.003970742	0.003970742	13.71354	3.031294	0.9596898
ENSGALG00000021732	0.003970742	1.459823	0.003970742	35.47846	0.5671114	2.019063	0.003970742	8.046866	0.2911387	5.402516
ENSGALG00000010839	17.55681	7.273302	7.659689	9.05199	1.85495	4.025407	0.003970742	8.451803	0.2290325	0.3807277
ENSGALG00000003995	0.5328216	2.456235	2.287201	0.6355836	6.045167	0.09193288	0.003970742	0.2532315	0.06613991	19.6625
ENSGALG00000004326	0.04901474	17.32329	0.8995305	34.46144	5.968324	12.38485	0.003970742	3.341897	19.25482	2.26698
ENSGALG00000004928	10.53737	23.64311	39.90081	1.126191	7.589094	1.749877	0.003970742	0.003970742	1.728945	2.387602
ENSGALG00000014808	114.529	11.54788	0.003970742	2.081575	4.810708	8.048319	9.375503	15.92319	0.9562365	2.848357
ENSGALG00000011962	16.90562	6.646628	0.9119278	1.8828	15.1199	9.115023	3.584198	37.54598	6.992551	8.109295
ENSGALG00000016011	16.61331	19.84238	0.003970742	24.40112	0.003970742	3.757676	3.083884	0.05692854	9.785327	1.213567
ENSGALG00000005696	8.650005	0.3965475	0.09447067	18.87211	9.242713	0.003970742	2.54214	0.4388045	1.51791	115.9949
ENSGALG00000006047	9.904853	8.675809	4.490571	7.99158	13.67859	88.73776	0.003970742	0.003970742	0.08186193	16.88747
ENSGALG00000003105	54.63037	1.511069	7.995913	13.40081	7.127502	1.225763	18.18381	14.67801	195.9266	0.3611382
ENSGALG00000015833	0.003970742	81.18162	17.68038	0.003970742	22.11074	10.93064	2.502689	11.19468	5.133763	15.28935
ENSGALG00000009038	0.4912163	2.656296	26.39947	0.1103303	0.003970742	0.266097	15.79505	0.003970742	39.76229	0.9273793
ENSGALG00000021251	0.5649246	0.003970742	4.586502	2.432495	0.003970742	56.68152	4.433933	2.175378	6.318466	0.003970742
ENSGALG00000016070	16.61074	5.801042	0.003970742	0.003970742	4.192986	0.9550472	0.1801157	158.8478	0.003970742	4.485694
ENSGALG00000000793	0.003970742	0.003970742	7.143465	59.80543	0.6100834	0.003970742	3.859548	0.003970742	0.8652227	18.51607
ENSGALG00000013131	29.19356	2.531478	13.45001	3.949256	8.652008	1.981351	0.003970742	5.896686	14.15703	4.72117
ENSGALG00000015091	1.636915	1.790618	0.003970742	8.248833	1.775976	0.7021859	0.003970742	0.003970742	20.16527	7.620827
ENSGALG00000017133	8.400514	0.6570957	0.003970742	0.003970742	1.857374	31.03939	5.541095	0.08921537	0.1409517	27.78558
ENSGALG00000005302	39.14858	16.8734	0.003970742	0.4998182	0.003970742	0.193557	5.248983	2.249552	0.003970742	12.50709
ENSGALG00000008036	0.003970742	16.04503	0.003970742	19.55451	0.06529855	0.1749714	4.152142	0.003970742	18.07078	4.441857
ENSGALG00000002517	6.484573	0.08355137	2.059901	1.33281	1.037217	26.1016	1.454651	0.1707648	0.357167	0.003970742
ENSGALG00000021800	12.89421	30.72392	0.003970742	0.003970742	0.003970742	12.68474	0.003970742	12.04462	5.554926	0.003970742
ENSGALG00000023188	0.003970742	3.377236	0.003970742	17.62109	3.417596	1.961166	0.2131069	16.85898	6.211592	4.766401
ENSGALG00000008865	11.62954	3.339006	6.514715	6.628038	0.1069661	0.003970742	10.79882	0.003970742	6.726396	0.003970742
ENSGALG00000008517	1.356752	7.10508	0.003970742	0.2798049	16.4688	0.003970742	7.947579	3.009622	10.26928	3.853444
ENSGALG00000016133	0.003970742	0.3351242	4.494395	3.137613	9.51236	0.003970742	18.80312	0.003970742	1.109671	12.72222
ENSGALG00000015524	1.438355	0.5835195	7.621969	1.385939	33.38029	0.1863738	2.552355	1.726847	4.976245	15.59147
ENSGALG00000002050	0.1160083	60.96727	0.4283307	0.3604772	7.870077	0.003970742	0.003970742	3.432227	6.828089	0.003970742
ENSGALG00000007143	2.03664	5.411176	2.617058	1.761227	1.472363	13.73345	0.003970742	13.75306	0.6234747	15.10099
ENSGALG00000005159	15.96574	43.09881	0.003970742	0.003970742	1.353121	0.003970742	16.7035	2.724647	21.97047	1.418754
ENSGALG00000001491	54.66697	2.163412	4.600258	7.010393	0.5644736	22.8302	4.080146	1.337746	18.99804	3.278802
ENSGALG00000018357	0.5928801	0.003970742	13.29739	13.16489	2.474273	0.833399	0.5405242	1.461848	1.268884	0.4994154
ENSGALG00000001352	0.003970742	3.493119	0.003970742	10.4091	3.677165	0.4423042	0.003970742	0.6483386	0.003970742	0.003970742
ENSGALG00000005330	0.003970742	51.45263	3.784624	3.457027	48.05644	10.48918	4.584082	11.14757	13.8521	21.04
ENSGALG00000012129	0.003970742	2.187005	46.4701	0.2272635	0.2256774	62.71736	8.259572	78.55549	0.2786769	0.003970742
ENSGALG00000012569	2.465793	1.649699	0.4238222	1.069853	0.09276745	0.5599255	18.6117	25.74585	0.2732763	10.56435
ENSGALG00000000150	0.003970742	0.7466941	9.437226	2.452772	12.1282	0.2007244	2.107436	0.6479836	2.368039	0.5240658
ENSGALG00000008918	3.661168	10.55567	5.412062	0.003970742	26.81103	18.71075	6.050507	0.003970742	0.2650423	11.21682
ENSGALG00000006794	170.5209	0.003970742	0.6592241	7.308403	0.1692744	0.5504875	4.805112	2.006742	0.04920197	27.6351
ENSGALG00000007736	1.230436	476.9677	41.58808	2.710611	84.77842	0.07144316	2.946487	0.003970742	0.003970742	3.145194
ENSGALG00000005706	0.003970742	1.873396	34.94174	27.53095	2.270936	304.9616	108.8604	0.0625444	0.1014186	404.3266
ENSGALG00000001637	0.003970742	1.094356	3.178051	0.7704005	0.003970742	7.064319	20.90516	0.003970742	4.417689	30.01642
ENSGALG00000004255	6.326135	15.94616	0.1092347	4.371531	0.003970742	7.402205	11.96368	4.780416	0.003970742	1.314138
ENSGALG00000014369	0.3846493	3.837959	49.77633	0.003970742	0.8162237	29.09298	8.91807	3.564744	1.484762	4.278965
ENSGALG00000001064	7.36767	0.003970742	0.2565063	0.958452	0.003970742	14.70345	8.264887	0.003970742	0.3582767	84.40748
ENSGALG00000009637	57.84826	0.003970742	1.136618	0.1923418	25.43092	2.365821	0.2815449	9.562254	0.2779125	60.73098
ENSGALG00000018323	0.003970742	21.24288	5.22202	4.985912	0.3160938	0.5958093	5.939918	0.003970742	50.51091	8.787967
ENSGALG00000017318	2.555122	76.45921	3.17298	0.8961375	1.54548	3.040657	6.470733	0.003970742	1.056209	1.350892
ENSGALG00000019741	15.35376	0.5501614	0.003970742	2.308244	0.08801901	1.473103	0.003970742	0.6585699	67.56079	49.99996
ENSGALG00000014042	1.897769	15.50528	6.258941	45.91102	57.29343	5.904616	37.87668	5.252588	11.72405	0.003970742
ENSGALG00000005666	0.003970742	3.256929	4.211556	653.8577	4.450233	0.3995424	3.623456	14.40243	0.3884898	87.58615
ENSGALG00000017832	0.003970742	0.003970742	75.73692	3.299957	0.003970742	4.657371	0.003970742	22.04444	0.003970742	0.003970742
ENSGALG00000012666	2.042718	0.003970742	10.85431	25.56823	4.875934	9.928898	1.681221	22.85819	47.7881	32.50578
ENSGALG00000012039	0.003970742	46.06545	57.00787	8.87292	1.011534	0.003970742	378.4812	1.465297	237.0483	22.08736
ENSGALG00000015565	0.003970742	0.4902451	0.5634228	0.5335948	0.003970742	14.54887	0.08649988	1.635513	26.05119	1.976567
ENSGALG00000009961	9.346689	0.003970742	8.526085	2.748008	827.7083	61.29498	32.95821	0.2995443	344.416	0.003970742
ENSGALG00000003723	1.119056	0.1621329	6.946778	1.784574	0.871698	1.638394	72.58738	0.003970742	0.003970742	49.35522
ENSGALG00000008301	9.619658	1.449576	4.882541	0.003970742	2.303229	3.15011	7.455051	28.32488	0.003970742	1.313264
ENSGALG00000016009	37.25882	0.1106251	157.5277	16.85346	0.003970742	4.488366	0.9327902	13.69579	10.38675	5.190553
ENSGALG00000012479	0.2696734	0.003970742	0.003970742	0.7269873	0.003970742	87.67077	9.642115	0.003970742	4.482108	54.979
ENSGALG00000019891	0.003970742	3.157583	17.17078	7.211956	0.2968094	3.886332	46.03278	2.476558	5.681091	4.578443
ENSGALG00000003738	29.21142	1.173635	0.003970742	0.327681	78.84149	2.335007	8.966878	1.050762	0.1369243	17.75614
ENSGALG00000012587	0.1054359	5.148287	0.08914377	5.16074	1.763713	24.33675	10.44715	18.52183	0.003970742	0.06337177
ENSGALG00000013502	11.65173	95.97323	0.003970742	0.003970742	0.1468619	7.032828	3.01461	10.57877	6.320088	142.0911
ENSGALG00000015118	9.469792	0.2663342	51.5188	0.2204664	51.86311	0.003970742	3.952355	3.453894	3.036597	3.202575
ENSGALG00000011186	30.10971	0.7101731	2.532528	3.566962	6.868912	4.73159	26.34277	1.222726	0.003970742	13.6258
ENSGALG00000006463	0.3325632	3.98841	0.003970742	1.504267	25.08848	36.72184	4.619944	4.470302	0.003970742	0.003970742
ENSGALG00000007470	3.127537	1.816731	4.507424	5.266717	0.7537793	14.52922	9.445066	0.4220978	0.003970742	1.614041
ENSGALG00000012147	1.778832	0.1114286	31.62796	4.07751	0.431987	0.6618185	0.003970742	3.060633	0.2971312	3.600251
ENSGALG00000010117	2542.725	1.6694	3.674422	19.35489	11.50381	0.1332455	2.067615	0.05188333	0.08903265	28.40438
ENSGALG00000002766	0.003970742	6.929366	0.9946633	1.409416	7.083207	165.5968	0.05542748	0.003970742	4.11024	7.137918
ENSGALG00000003063	0.003970742	0.003970742	9.717475	0.003970742	15.86664	3.792333	1.706281	3.402995	0.4856259	20.46157
ENSGALG00000004574	4.105901	194.0404	0.003970742	15.78907	1.816108	71.08407	9.252739	1.75608	18.08345	4.604062
ENSGALG00000007879	0.7685542	0.003970742	0.2252483	63.18277	2.372604	2.799179	3.410006	0.7246876	5.580486	0.08932577
ENSGALG00000003763	14.01911	0.2217123	2.713808	0.6540975	572.9341	9.582849	6.642892	1.702803	5.722369	2.08679
ENSGALG00000009291	0.04861598	0.003970742	0.3013132	2.901043	14.7652	7.396661	5.138709	20.0214	2.878007	4.104598
ENSGALG00000009993	0.4358098	1.342459	11.76296	85.51209	18.76694	0.4978636	0.1574318	9.220477	2.508346	1.102244
ENSGALG00000004534	0.4983821	0.003970742	6.125513	0.4372725	17.19329	16.10395	1.740291	17.43994	0.4651437	0.9556286
ENSGALG00000002397	0.003970742	6.743252	0.830251	0.1933984	0.31095	5.594671	2.907062	131.0711	22.222	6.754216
ENSGALG00000016313	0.3042703	14.78073	28.04826	0.003970742	11.67324	2.21228	3.619709	0.3445373	5.962648	2.603742
ENSGALG00000013183	5.931619	286.42	0.003970742	8.874797	9.325666	0.4497596	40.47673	0.003970742	0.003970742	0.003970742
ENSGALG00000006117	58.54567	129.5452	7.681295	0.003970742	13.87132	0.6718552	3.716383	10.56061	9.862598	0.7036277
ENSGALG00000002756	41.04109	0.003970742	0.003970742	3.848386	0.2551406	7.471439	3.170393	0.003970742	5.534219	0.1824489
ENSGALG00000005407	9.569225	0.003970742	0.6991606	25.29835	8.76398	6.666865	0.5651705	17.19823	1.838979	12.78078
ENSGALG00000018286	0.2552958	8.358455	0.003970742	2.247674	3.557179	17.7187	35.42751	0.8691044	1.415671	167.5116
ENSGALG00000022802	29.44352	0.003970742	28.5952	0.2509119	14.22524	50.34851	0.003970742	7.543879	59.98375	41.7817
ENSGALG00000009212	0.003970742	1.762476	1.096559	0.6527644	13.37428	6.01439	0.003970742	0.003970742	2.156997	4.718213
ENSGALG00000006965	9.280769	2.939152	1.964424	43.46126	0.003970742	1.018135	0.003970742	0.003970742	629.6072	1.161434
ENSGALG00000010543	1.311777	0.1083816	5.818543	5.373342	12.05122	4.210124	7.272134	0.003970742	0.003970742	0.2306579
ENSGALG00000001597	0.003970742	5.258672	69.16708	0.1873616	12.29898	6.901315	2.384476	0.8804551	2.863071	24.03159
ENSGALG00000017447	23.70557	7.96359	6.744765	0.003970742	0.003970742	1.680012	1.513785	2.870571	0.6589425	3.152449
ENSGALG00000024053	7.554465	0.9202664	75.52304	7.439711	1.911237	0.003970742	0.6138545	4.89661	0.4745633	16.32382
ENSGALG00000002703	107.1803	26.15986	0.5008519	2.625721	0.003970742	0.8814666	1.789961	40.81088	18.52865	1.538288
ENSGALG00000024295	5.887031	3.301707	0.8340018	11.04098	6.381498	41.01545	4.579525	1.612038	0.003970742	3.025213
ENSGALG00000014227	0.7433829	18.54738	6.937148	59.88286	2.844136	0.003970742	0.003970742	15.54617	0.1727337	25.8214
ENSGALG00000017787	0.452312	0.003970742	0.003970742	19.04547	0.003970742	12429.99	23.37758	0.003970742	3.086072	16.96416
ENSGALG00000012256	10.08656	0.003970742	0.5509346	0.6274846	3.502581	93.67683	8.593122	500.8816	5.937625	42.40945
ENSGALG00000016968	0.09122179	0.003970742	13.931	4.72936	4.863774	0.003970742	7.200586	27.04045	7.070566	0.003970742
ENSGALG00000000474	1.456907	0.003970742	30.83049	13.9151	1.218704	43.48563	26.80016	2.114346	0.003970742	24.17898
ENSGALG00000003874	0.003970742	16.42599	1.259262	11.90823	0.003970742	23.60608	34.55387	0.003970742	1.994969	22.25998
ENSGALG00000013461	1.132566	0.003970742	12.05486	3.749505	18.09511	12.82641	0.7052387	26.28879	0.003970742	7.187538
ENSGALG00000015758	0.4994154	6.303	0.362824	3.533784	45.2354	0.9568084	0.1910349	2.683645	46.29815	0.9759947
ENSGALG00000000169	1.22828	0.2436348	1.285281	0.003970742	0.003970742	16.61957	4.67179	4.746642	0.003970742	25.98842
ENSGALG00000012000	0.664004	0.003970742	0.3366475	0.003970742	24.0108	0.1471518	6.63916	9.624201	10.45407	0.9364856
ENSGALG00000009703	22.27709	2.356904	2.928072	0.5472675	0.003970742	12.35042	0.003970742	0.2306579	0.003970742	8.347811
ENSGALG00000007167	0.9186335	2.255204	2.958641	5.446953	0.1148276	3.228316	0.003970742	2.201833	0.5231087	0.003970742
ENSGALG00000015805	30.6223	3.838725	1.676613	3.708965	205.3279	0.003970742	6.428788	0.3765662	0.003970742	41.51264
ENSGALG00000014432	9.832354	134.0581	0.253061	0.103724	0.5735185	2.050906	0.8613708	0.1144095	0.3454354	1.37947
ENSGALG00000009219	4.76961	0.3384795	10.53422	5.691143	0.5921991	0.517953	11.06958	1.50464	0.294002	16.00808
ENSGALG00000023035	0.003970742	4.207951	4.030397	12.47272	0.003970742	3.870591	3.193878	19.38669	0.06236851	4.265194
ENSGALG00000024122	0.160731	0.1284749	22.69803	0.003970742	4.779315	7.461368	5.302088	162.6491	0.4264327	3.731016
ENSGALG00000001039	30.81344	11.99503	0.003970742	1.819634	0.4332196	5.689933	41.84023	0.2282171	0.003970742	0.003970742
ENSGALG00000005858	0.09677962	6.727397	1.030716	17.72597	1.143577	6.289689	1.10883	0.1431049	9.39169	0.003970742
ENSGALG00000003071	3.284372	18.59315	0.06557204	3.220227	145.5378	108.6255	0.07890459	0.2059767	0.1178146	3.216328
ENSGALG00000004387	20.86255	0.07593589	13.06952	4.828723	0.003970742	1.534398	6.165648	82.17998	19.91903	4.694812
ENSGALG00000002862	15.20782	25.3523	15.45462	1.08917	0.5705424	1.608853	28.31247	3.967471	6.14541	0.1181266
ENSGALG00000002066	0.003970742	23.51043	0.8981392	0.4754454	2.239099	28.5693	0.003970742	0.003970742	6.136468	4.539807
ENSGALG00000016509	0.003970742	0.07490553	10.2537	1.061073	1.853187	0.003970742	1.63036	0.003970742	0.003970742	354.6934
ENSGALG00000006766	1.657919	0.4424569	2.416074	0.003970742	0.003970742	1.674001	1.849962	13.68421	0.2301372	0.003970742
ENSGALG00000003293	14.27532	3.345529	7.886693	4.739378	118.584	7.717682	0.294532	3.354811	43.84442	16.62591
ENSGALG00000006474	9.38794	3.892288	25.89248	58.43666	0.003970742	0.6561431	0.003970742	82.42858	41.16146	0.003970742
ENSGALG00000002351	4.246438	1.152278	12.75958	25.11332	7.323672	8.941257	3.676305	21.76579	0.4464221	0.003970742
ENSGALG00000019087	0.001841369	7.383684	0.001841369	0.001841369	11.09129	0.971344	5.461932	2.750634	309.9264	0.3426268
ENSGALG00000004745	2.387602	1.704976	2.087492	14.69286	5.661261	0.001841369	2.061604	0.6863233	39.7199	31.21417
ENSGALG00000015992	0.2594545	10.16741	10.73051	4.140587	0.4801482	5.508952	7.061835	0.1506087	0.1990607	5.813498
ENSGALG00000007438	1.329444	25.56823	0.8188334	8.703094	9.956819	0.001841369	48.77583	3.231969	1196.554	62.57487
ENSGALG00000012589	0.06544196	0.001841369	0.001841369	26.81816	2.703868	135.8928	9.854563	0.9848577	16.4688	2.264496
ENSGALG00000002358	0.6289507	0.001841369	0.5552225	1.227236	1.125475	30.98773	0.001841369	0.1000212	8.065514	13.60858
ENSGALG00000020813	5.844803	8.496154	0.9169879	0.001841369	12.27145	0.3445373	22.87916	11.28845	10.24456	128.3727
ENSGALG00000012348	7.343553	0.001841369	18.52865	1.646167	9.351722	32.53337	0.4596157	0.4482173	0.3995424	2.120012
ENSGALG00000014940	0.1498857	1.043453	0.001841369	10.68863	4.575949	0.001841369	2.907946	13.8101	0.02695903	36.6944
ENSGALG00000007121	0.4123639	0.1058396	2.939152	2.566666	0.3135084	14.76022	4.045651	32.99478	0.1036224	0.5307601
ENSGALG00000007191	0.1504198	0.249508	7.715939	7.392126	9.945129	19.43106	28.52151	0.2116958	0.3857139	3.553304
ENSGALG00000015339	0.03617998	1.541364	0.001841369	2.808003	0.1119348	13.81391	5.352362	0.001841369	7.697012	10.74857
ENSGALG00000008812	0.278317	0.08505002	1.501566	12.34322	0.001841369	10.85867	6.244437	6.587864	0.07033653	93.2489
ENSGALG00000000209	0.02930952	0.001841369	42.8731	6.394238	0.2314644	6.399851	214.8971	0.4379517	9.228163	0.09547324
ENSGALG00000003714	19.92847	2.933635	6.896861	3.256929	0.3885621	7.684669	1.835028	4.764855	0.001841369	63.40421
ENSGALG00000015506	7.224507	0.1193531	0.001841369	101.9829	0.3478892	0.186737	0.001841369	7.273302	0.4587542	16.67103
ENSGALG00000010675	0.001841369	2.322226	11.81537	9.998112	24.0108	19.64003	0.9952438	5.405647	3.958639	6.342717
ENSGALG00000004705	0.001841369	0.5407596	0.6604719	0.9061458	7.421532	2.018368	0.001841369	22.59201	0.7864453	3.463781
ENSGALG00000003591	348.1841	0.001841369	51.12665	776.9689	2.603046	1.879776	1.996183	0.001841369	52.16161	8.878754
ENSGALG00000011931	0.001841369	0.09768684	0.9473408	3.927474	1.049766	0.4649319	3.512831	24.45342	0.5236596	0.001841369
ENSGALG00000009870	8.756284	0.001841369	5.271423	109.8699	9.627137	0.001841369	17.51193	1.299465	6.27062	2.633617
ENSGALG00000003185	0.001841369	0.001841369	0.001841369	18.7864	0.001841369	0.1283736	0.001841369	9.685512	0.001841369	5.411176
ENSGALG00000012237	0.1161709	0.1802708	0.001841369	19.20254	0.3759123	0.001841369	27.44446	0.1448617	16.11054	0.2758336
ENSGALG00000010234	4.253193	3.027106	51.07022	15.89474	0.001841369	9.941756	1.448737	4.046711	5.343504	42.6446
ENSGALG00000006332	7.912628	0.1768838	11.17204	0.001841369	2.829947	0.05210817	0.6686082	0.001841369	1.990688	6.082046
ENSGALG00000009624	10.03471	0.1932018	1.182484	131.5814	0.8603261	15.55982	3.537074	0.3593589	5.49667	2.811285
ENSGALG00000010051	0.001841369	8.457062	0.06673153	0.001841369	0.5889673	3.322836	5.20054	2.135149	0.1416392	3.38958
ENSGALG00000009974	0.1332455	84.93792	3.937041	2.224269	0.001841369	0.001841369	26.53469	2.701509	17.74828	0.001841369
ENSGALG00000002940	0.001841369	14.70899	7.817084	8.955859	0.1641667	10.84569	2.922246	4.742726	1.51791	72.48591
ENSGALG00000004166	209.9826	10.88547	0.001841369	1.006776	34.1802	79.47434	14.03305	0.001841369	10.43913	45.76542
ENSGALG00000017049	0.001841369	8.989791	0.7347019	4.139793	3.786117	0.001841369	0.2527439	6.53686	2.592405	0.184648
ENSGALG00000020185	2.237756	6.444432	182.3763	0.1681034	0.001841369	0.001841369	14.64913	0.001841369	7.014142	1.904626
ENSGALG00000001870	11.87334	4.621547	0.7537793	1.464668	0.001841369	1.171329	0.8608929	1.214558	156.4496	19.77243
ENSGALG00000002917	9.797643	0.07347433	10.56783	92.66549	1.018135	3.080854	9.66764	0.001841369	0.09816108	63.59018
ENSGALG00000006919	1.180033	0.001841369	0.001841369	0.4261921	0.001841369	0.9261208	8.138693	0.001841369	6.303	4.215546
ENSGALG00000003206	2.885306	0.9912263	0.1880612	0.08941633	0.001841369	15.12812	0.3876659	0.3120314	6.506327	5.633028
ENSGALG00000002900	6.809541	53.75029	7.807405	57.9634	12.06917	5.688107	0.2585683	0.001841369	0.001841369	26.11343
ENSGALG00000005702	0.3152933	25.3053	10.83433	0.1145679	9.139365	5.278059	0.1592016	20.79754	14.734	8.963946
ENSGALG00000006011	0.001841369	0.001841369	1.647813	0.001841369	1.767106	5.01916	0.7225064	6.257003	0.001841369	0.001841369
ENSGALG00000001925	0.001841369	27.18023	0.783856	1.759675	4.332128	0.0342356	10.80703	48.07794	3.577767	0.1625159
ENSGALG00000020893	12.22854	1.663011	1.453165	2.149347	1.298509	0.001841369	2.491265	7.078661	13.25887	0.7384365
ENSGALG00000012722	0.001841369	50.46238	0.1937312	17.99155	10.56435	2.633108	3.374437	0.04047342	7.812561	0.04178199
ENSGALG00000000944	12.3553	0.1872524	0.2427645	0.06225578	0.3231801	0.2361931	1.014863	4.712374	0.001841369	0.001841369
